"Territorial Unit,""Year"",""Sex"",""Age"",""Limited"""
"Sweden,""2013"",""Men"",""70-74"",""0.12"""
"Sweden,""2013"",""Men"",""75-79"",""0.211"""
"Sweden,""2013"",""Men"",""80-84"",""0.253"""
"Sweden,""2013"",""Men"",""85+"",""0.372"""
"United Kingdom,""2013"",""Women"",""16-19"",""0.059"""
"United Kingdom,""2013"",""Women"",""20-24"",""0.066"""
"United Kingdom,""2013"",""Women"",""25-29"",""0.068"""
"United Kingdom,""2013"",""Women"",""30-34"",""0.058"""
"United Kingdom,""2013"",""Women"",""35-39"",""0.068"""
"United Kingdom,""2013"",""Women"",""40-44"",""0.094"""
"United Kingdom,""2013"",""Women"",""45-49"",""0.112"""
"United Kingdom,""2013"",""Women"",""50-54"",""0.125"""
"United Kingdom,""2013"",""Women"",""55-59"",""0.145"""
"United Kingdom,""2013"",""Women"",""60-64"",""0.14"""
"United Kingdom,""2013"",""Women"",""65-69"",""0.164"""
"United Kingdom,""2013"",""Women"",""70-74"",""0.198"""
"United Kingdom,""2013"",""Women"",""75-79"",""0.251"""
"United Kingdom,""2013"",""Women"",""80-84"",""0.254"""
"United Kingdom,""2013"",""Women"",""85+"",""0.244"""
"United Kingdom,""2013"",""Men"",""16-19"",""0.061"""
"United Kingdom,""2013"",""Men"",""20-24"",""0.052"""
"United Kingdom,""2013"",""Men"",""25-29"",""0.044"""
"United Kingdom,""2013"",""Men"",""30-34"",""0.042"""
"United Kingdom,""2013"",""Men"",""35-39"",""0.089"""
"United Kingdom,""2013"",""Men"",""40-44"",""0.076"""
"United Kingdom,""2013"",""Men"",""45-49"",""0.084"""
"United Kingdom,""2013"",""Men"",""50-54"",""0.106"""
"United Kingdom,""2013"",""Men"",""55-59"",""0.123"""
"United Kingdom,""2013"",""Men"",""60-64"",""0.167"""
"United Kingdom,""2013"",""Men"",""65-69"",""0.174"""
"United Kingdom,""2013"",""Men"",""70-74"",""0.17"""
"United Kingdom,""2013"",""Men"",""75-79"",""0.232"""
"United Kingdom,""2013"",""Men"",""80-84"",""0.282"""
"United Kingdom,""2013"",""Men"",""85+"",""0.249"""
"Austria,""2014"",""Women"",""16-19"",""0.095"""
"Austria,""2014"",""Women"",""20-24"",""0.109"""
"Austria,""2014"",""Women"",""25-29"",""0.136"""
"Austria,""2014"",""Women"",""30-34"",""0.112"""
"Austria,""2014"",""Women"",""35-39"",""0.157"""
"Austria,""2014"",""Women"",""40-44"",""0.181"""
"Austria,""2014"",""Women"",""45-49"",""0.248"""
"Austria,""2014"",""Women"",""50-54"",""0.275"""
"Austria,""2014"",""Women"",""55-59"",""0.323"""
"Austria,""2014"",""Women"",""60-64"",""0.309"""
"Austria,""2014"",""Women"",""65-69"",""0.314"""
"Austria,""2014"",""Women"",""70-74"",""0.354"""
"Austria,""2014"",""Women"",""75-79"",""0.428"""
"Austria,""2014"",""Women"",""80-84"",""0.429"""
"Austria,""2014"",""Women"",""85+"",""0.367"""
"Austria,""2014"",""Men"",""16-19"",""0.079"""
"Austria,""2014"",""Men"",""20-24"",""0.11"""
"Austria,""2014"",""Men"",""25-29"",""0.087"""
"Austria,""2014"",""Men"",""30-34"",""0.122"""
"Austria,""2014"",""Men"",""35-39"",""0.199"""
"Austria,""2014"",""Men"",""40-44"",""0.194"""
"Austria,""2014"",""Men"",""45-49"",""0.257"""
"Austria,""2014"",""Men"",""50-54"",""0.261"""
"Austria,""2014"",""Men"",""55-59"",""0.284"""
"Austria,""2014"",""Men"",""60-64"",""0.288"""
"Austria,""2014"",""Men"",""65-69"",""0.307"""
"Austria,""2014"",""Men"",""70-74"",""0.329"""
"Austria,""2014"",""Men"",""75-79"",""0.347"""
"Austria,""2014"",""Men"",""80-84"",""0.37"""
"Austria,""2014"",""Men"",""85+"",""0.358"""
"Belgium,""2014"",""Women"",""16-19"",""0.061"""
"Belgium,""2014"",""Women"",""20-24"",""0.078"""
"Belgium,""2014"",""Women"",""25-29"",""0.054"""
"Belgium,""2014"",""Women"",""30-34"",""0.098"""
"Belgium,""2014"",""Women"",""35-39"",""0.113"""
"Belgium,""2014"",""Women"",""40-44"",""0.144"""
"Belgium,""2014"",""Women"",""45-49"",""0.134"""
"Belgium,""2014"",""Women"",""50-54"",""0.157"""
"Belgium,""2014"",""Women"",""55-59"",""0.207"""
"Belgium,""2014"",""Women"",""60-64"",""0.187"""
"Belgium,""2014"",""Women"",""65-69"",""0.18"""
"Belgium,""2014"",""Women"",""70-74"",""0.232"""
"Belgium,""2014"",""Women"",""75-79"",""0.323"""
"Belgium,""2014"",""Women"",""80-84"",""0.297"""
"Belgium,""2014"",""Women"",""85+"",""0.341"""
"Belgium,""2014"",""Men"",""16-19"",""0.024"""
"Belgium,""2014"",""Men"",""20-24"",""0.076"""
"Belgium,""2014"",""Men"",""25-29"",""0.066"""
"Belgium,""2014"",""Men"",""30-34"",""0.062"""
"Belgium,""2014"",""Men"",""35-39"",""0.081"""
"Belgium,""2014"",""Men"",""40-44"",""0.127"""
"Belgium,""2014"",""Men"",""45-49"",""0.13"""
"Belgium,""2014"",""Men"",""50-54"",""0.11"""
"Belgium,""2014"",""Men"",""55-59"",""0.14"""
"Belgium,""2014"",""Men"",""60-64"",""0.21"""
"Belgium,""2014"",""Men"",""65-69"",""0.178"""
"Belgium,""2014"",""Men"",""70-74"",""0.202"""
"Belgium,""2014"",""Men"",""75-79"",""0.303"""
"Belgium,""2014"",""Men"",""80-84"",""0.278"""
"Belgium,""2014"",""Men"",""85+"",""0.313"""
"Denmark,""2014"",""Women"",""16-19"",""0.164"""
"Denmark,""2014"",""Women"",""20-24"",""0.131"""
"Denmark,""2014"",""Women"",""25-29"",""0.148"""
"Denmark,""2014"",""Women"",""30-34"",""0.169"""
"Denmark,""2014"",""Women"",""35-39"",""0.15"""
"Denmark,""2014"",""Women"",""40-44"",""0.185"""
"Denmark,""2014"",""Women"",""45-49"",""0.281"""
"Denmark,""2014"",""Women"",""50-54"",""0.271"""
"Denmark,""2014"",""Women"",""55-59"",""0.277"""
"Denmark,""2014"",""Women"",""60-64"",""0.303"""
"Denmark,""2014"",""Women"",""65-69"",""0.285"""
"Denmark,""2014"",""Women"",""70-74"",""0.314"""
"Denmark,""2014"",""Women"",""75-79"",""0.416"""
"Denmark,""2014"",""Women"",""80-84"",""0.25"""
"Denmark,""2014"",""Women"",""85+"",""0.294"""
"Denmark,""2014"",""Men"",""16-19"",""0.12"""
"Denmark,""2014"",""Men"",""20-24"",""0.13"""
"Denmark,""2014"",""Men"",""25-29"",""0.119"""
"Denmark,""2014"",""Men"",""30-34"",""0.121"""
"Denmark,""2014"",""Men"",""35-39"",""0.15"""
"Denmark,""2014"",""Men"",""40-44"",""0.187"""
"Denmark,""2014"",""Men"",""45-49"",""0.199"""
"Denmark,""2014"",""Men"",""50-54"",""0.211"""
"Denmark,""2014"",""Men"",""55-59"",""0.25"""
"Denmark,""2014"",""Men"",""60-64"",""0.262"""
"Denmark,""2014"",""Men"",""65-69"",""0.306"""
"Denmark,""2014"",""Men"",""70-74"",""0.274"""
"Denmark,""2014"",""Men"",""75-79"",""0.286"""
"Denmark,""2014"",""Men"",""80-84"",""0.241"""
"Denmark,""2014"",""Men"",""85+"",""0.444"""
"Finland,""2014"",""Women"",""16-19"",""0.147"""
"Finland,""2014"",""Women"",""20-24"",""0.223"""
"Finland,""2014"",""Women"",""25-29"",""0.219"""
"Finland,""2014"",""Women"",""30-34"",""0.21"""
"Finland,""2014"",""Women"",""35-39"",""0.183"""
"Finland,""2014"",""Women"",""40-44"",""0.217"""
"Finland,""2014"",""Women"",""45-49"",""0.2"""
"Finland,""2014"",""Women"",""50-54"",""0.265"""
"Finland,""2014"",""Women"",""55-59"",""0.348"""
"Finland,""2014"",""Women"",""60-64"",""0.344"""
"Finland,""2014"",""Women"",""65-69"",""0.324"""
"Finland,""2014"",""Women"",""70-74"",""0.365"""
"Finland,""2014"",""Women"",""75-79"",""0.435"""
"Finland,""2014"",""Women"",""80-84"",""0.429"""
"Finland,""2014"",""Women"",""85+"",""0.386"""
"Finland,""2014"",""Men"",""16-19"",""0.08"""
"Finland,""2014"",""Men"",""20-24"",""0.127"""
"Finland,""2014"",""Men"",""25-29"",""0.14"""
"Finland,""2014"",""Men"",""30-34"",""0.162"""
"Finland,""2014"",""Men"",""35-39"",""0.129"""
"Finland,""2014"",""Men"",""40-44"",""0.2"""
"Finland,""2014"",""Men"",""45-49"",""0.215"""
"Finland,""2014"",""Men"",""50-54"",""0.251"""
"Finland,""2014"",""Men"",""55-59"",""0.272"""
"Finland,""2014"",""Men"",""60-64"",""0.301"""
"Finland,""2014"",""Men"",""65-69"",""0.269"""
"Finland,""2014"",""Men"",""70-74"",""0.321"""
"Finland,""2014"",""Men"",""75-79"",""0.345"""
"Finland,""2014"",""Men"",""80-84"",""0.335"""
"Finland,""2014"",""Men"",""85+"",""0.473"""
"France,""2014"",""Women"",""16-19"",""0.076"""
"France,""2014"",""Women"",""20-24"",""0.06"""
"France,""2014"",""Women"",""25-29"",""0.089"""
"France,""2014"",""Women"",""30-34"",""0.111"""
"France,""2014"",""Women"",""35-39"",""0.098"""
"France,""2014"",""Women"",""40-44"",""0.113"""
"France,""2014"",""Women"",""45-49"",""0.157"""
"France,""2014"",""Women"",""50-54"",""0.158"""
"France,""2014"",""Women"",""55-59"",""0.197"""
"France,""2014"",""Women"",""60-64"",""0.175"""
"France,""2014"",""Women"",""65-69"",""0.22"""
"France,""2014"",""Women"",""70-74"",""0.292"""
"France,""2014"",""Women"",""75-79"",""0.328"""
"France,""2014"",""Women"",""80-84"",""0.396"""
"France,""2014"",""Women"",""85+"",""0.312"""
"France,""2014"",""Men"",""16-19"",""0.051"""
"France,""2014"",""Men"",""20-24"",""0.044"""
"France,""2014"",""Men"",""25-29"",""0.068"""
"France,""2014"",""Men"",""30-34"",""0.088"""
"France,""2014"",""Men"",""35-39"",""0.097"""
"France,""2014"",""Men"",""40-44"",""0.097"""
"France,""2014"",""Men"",""45-49"",""0.129"""
"France,""2014"",""Men"",""50-54"",""0.153"""
"France,""2014"",""Men"",""55-59"",""0.187"""
"France,""2014"",""Men"",""60-64"",""0.173"""
"France,""2014"",""Men"",""65-69"",""0.204"""
"France,""2014"",""Men"",""70-74"",""0.233"""
"France,""2014"",""Men"",""75-79"",""0.266"""
"France,""2014"",""Men"",""80-84"",""0.384"""
"France,""2014"",""Men"",""85+"",""0.353"""
"Germany,""2014"",""Women"",""16-19"",""0.083"""
"Germany,""2014"",""Women"",""20-24"",""0.104"""
"Germany,""2014"",""Women"",""25-29"",""0.13"""
"Germany,""2014"",""Women"",""30-34"",""0.121"""
"Germany,""2014"",""Women"",""35-39"",""0.175"""
"Germany,""2014"",""Women"",""40-44"",""0.19"""
"Germany,""2014"",""Women"",""45-49"",""0.235"""
"Germany,""2014"",""Women"",""50-54"",""0.268"""
"Germany,""2014"",""Women"",""55-59"",""0.29"""
"Germany,""2014"",""Women"",""60-64"",""0.324"""
"Germany,""2014"",""Women"",""65-69"",""0.413"""
"Germany,""2014"",""Women"",""70-74"",""0.469"""
"Germany,""2014"",""Women"",""75-79"",""0.473"""
"Germany,""2014"",""Women"",""80-84"",""0.431"""
"Germany,""2014"",""Women"",""85+"",""0.355"""
"Germany,""2014"",""Men"",""16-19"",""0.07"""
"Germany,""2014"",""Men"",""20-24"",""0.111"""
"Germany,""2014"",""Men"",""25-29"",""0.088"""
"Germany,""2014"",""Men"",""30-34"",""0.13"""
"Germany,""2014"",""Men"",""35-39"",""0.164"""
"Germany,""2014"",""Men"",""40-44"",""0.178"""
"Germany,""2014"",""Men"",""45-49"",""0.178"""
"Germany,""2014"",""Men"",""50-54"",""0.249"""
"Germany,""2014"",""Men"",""55-59"",""0.287"""
"Germany,""2014"",""Men"",""60-64"",""0.319"""
"Germany,""2014"",""Men"",""65-69"",""0.364"""
"Germany,""2014"",""Men"",""70-74"",""0.444"""
"Germany,""2014"",""Men"",""75-79"",""0.438"""
"Germany,""2014"",""Men"",""80-84"",""0.464"""
"Germany,""2014"",""Men"",""85+"",""0.439"""
"Greece,""2014"",""Women"",""16-19"",""0.006"""
"Greece,""2014"",""Women"",""20-24"",""0.011"""
"Greece,""2014"",""Women"",""25-29"",""0.016"""
"Greece,""2014"",""Women"",""30-34"",""0.032"""
"Greece,""2014"",""Women"",""35-39"",""0.031"""
"Greece,""2014"",""Women"",""40-44"",""0.048"""
"Greece,""2014"",""Women"",""45-49"",""0.059"""
"Greece,""2014"",""Women"",""50-54"",""0.11"""
"Greece,""2014"",""Women"",""55-59"",""0.13"""
"Greece,""2014"",""Women"",""60-64"",""0.201"""
"Greece,""2014"",""Women"",""65-69"",""0.287"""
"Greece,""2014"",""Women"",""70-74"",""0.338"""
"Greece,""2014"",""Women"",""75-79"",""0.381"""
"Greece,""2014"",""Women"",""80-84"",""0.356"""
"Greece,""2014"",""Women"",""85+"",""0.273"""
"Greece,""2014"",""Men"",""16-19"",""0.041"""
"Greece,""2014"",""Men"",""20-24"",""0.015"""
"Greece,""2014"",""Men"",""25-29"",""0.026"""
"Greece,""2014"",""Men"",""30-34"",""0.009"""
"Greece,""2014"",""Men"",""35-39"",""0.03"""
"Greece,""2014"",""Men"",""40-44"",""0.033"""
"Greece,""2014"",""Men"",""45-49"",""0.06"""
"Greece,""2014"",""Men"",""50-54"",""0.082"""
"Greece,""2014"",""Men"",""55-59"",""0.123"""
"Greece,""2014"",""Men"",""60-64"",""0.165"""
"Greece,""2014"",""Men"",""65-69"",""0.258"""
"Greece,""2014"",""Men"",""70-74"",""0.332"""
"Greece,""2014"",""Men"",""75-79"",""0.321"""
"Greece,""2014"",""Men"",""80-84"",""0.343"""
"Greece,""2014"",""Men"",""85+"",""0.286"""
"Ireland,""2014"",""Women"",""16-19"",""0.063"""
"Ireland,""2014"",""Women"",""20-24"",""0.028"""
"Ireland,""2014"",""Women"",""25-29"",""0.085"""
"Ireland,""2014"",""Women"",""30-34"",""0.075"""
"Ireland,""2014"",""Women"",""35-39"",""0.058"""
"Ireland,""2014"",""Women"",""40-44"",""0.079"""
"Ireland,""2014"",""Women"",""45-49"",""0.147"""
"Ireland,""2014"",""Women"",""50-54"",""0.124"""
"Ireland,""2014"",""Women"",""55-59"",""0.169"""
"Ireland,""2014"",""Women"",""60-64"",""0.213"""
"Ireland,""2014"",""Women"",""65-69"",""0.174"""
"Ireland,""2014"",""Women"",""70-74"",""0.226"""
"Ireland,""2014"",""Women"",""75-79"",""0.313"""
"Ireland,""2014"",""Women"",""80-84"",""0.256"""
"Ireland,""2014"",""Women"",""85+"",""0.345"""
"Ireland,""2014"",""Men"",""16-19"",""0.057"""
"Ireland,""2014"",""Men"",""20-24"",""0.047"""
"Ireland,""2014"",""Men"",""25-29"",""0.059"""
"Ireland,""2014"",""Men"",""30-34"",""0.064"""
"Ireland,""2014"",""Men"",""35-39"",""0.065"""
"Ireland,""2014"",""Men"",""40-44"",""0.083"""
"Ireland,""2014"",""Men"",""45-49"",""0.072"""
"Ireland,""2014"",""Men"",""50-54"",""0.092"""
"Ireland,""2014"",""Men"",""55-59"",""0.155"""
"Ireland,""2014"",""Men"",""60-64"",""0.179"""
"Ireland,""2014"",""Men"",""65-69"",""0.231"""
"Ireland,""2014"",""Men"",""70-74"",""0.196"""
"Ireland,""2014"",""Men"",""75-79"",""0.238"""
"Ireland,""2014"",""Men"",""80-84"",""0.299"""
"Ireland,""2014"",""Men"",""85+"",""0.34"""
"Italy,""2014"",""Women"",""16-19"",""0.044"""
"Italy,""2014"",""Women"",""20-24"",""0.062"""
"Italy,""2014"",""Women"",""25-29"",""0.061"""
"Italy,""2014"",""Women"",""30-34"",""0.087"""
"Italy,""2014"",""Women"",""35-39"",""0.111"""
"Italy,""2014"",""Women"",""40-44"",""0.122"""
"Italy,""2014"",""Women"",""45-49"",""0.162"""
"Italy,""2014"",""Women"",""50-54"",""0.195"""
"Italy,""2014"",""Women"",""55-59"",""0.241"""
"Italy,""2014"",""Women"",""60-64"",""0.278"""
"Italy,""2014"",""Women"",""65-69"",""0.38"""
"Italy,""2014"",""Women"",""70-74"",""0.405"""
"Italy,""2014"",""Women"",""75-79"",""0.434"""
"Italy,""2014"",""Women"",""80-84"",""0.457"""
"Italy,""2014"",""Women"",""85+"",""0.368"""
"Italy,""2014"",""Men"",""16-19"",""0.039"""
"Italy,""2014"",""Men"",""20-24"",""0.054"""
"Italy,""2014"",""Men"",""25-29"",""0.054"""
"Italy,""2014"",""Men"",""30-34"",""0.058"""
"Italy,""2014"",""Men"",""35-39"",""0.073"""
"Italy,""2014"",""Men"",""40-44"",""0.118"""
"Italy,""2014"",""Men"",""45-49"",""0.133"""
"Italy,""2014"",""Men"",""50-54"",""0.18"""
"Italy,""2014"",""Men"",""55-59"",""0.197"""
"Italy,""2014"",""Men"",""60-64"",""0.28"""
"Italy,""2014"",""Men"",""65-69"",""0.304"""
"Italy,""2014"",""Men"",""70-74"",""0.369"""
"Italy,""2014"",""Men"",""75-79"",""0.414"""
"Italy,""2014"",""Men"",""80-84"",""0.394"""
"Italy,""2014"",""Men"",""85+"",""0.4"""
"Luxembourg,""2014"",""Women"",""16-19"",""0.073"""
"Luxembourg,""2014"",""Women"",""20-24"",""0.055"""
"Luxembourg,""2014"",""Women"",""25-29"",""0.082"""
"Luxembourg,""2014"",""Women"",""30-34"",""0.122"""
"Luxembourg,""2014"",""Women"",""35-39"",""0.092"""
"Luxembourg,""2014"",""Women"",""40-44"",""0.153"""
"Luxembourg,""2014"",""Women"",""45-49"",""0.154"""
"Luxembourg,""2014"",""Women"",""50-54"",""0.227"""
"Luxembourg,""2014"",""Women"",""55-59"",""0.191"""
"Luxembourg,""2014"",""Women"",""60-64"",""0.221"""
"Luxembourg,""2014"",""Women"",""65-69"",""0.206"""
"Luxembourg,""2014"",""Women"",""70-74"",""0.347"""
"Luxembourg,""2014"",""Women"",""75-79"",""0.33"""
"Luxembourg,""2014"",""Women"",""80-84"",""0.342"""
"Luxembourg,""2014"",""Women"",""85+"",""0.392"""
"Luxembourg,""2014"",""Men"",""16-19"",""0.04"""
"Luxembourg,""2014"",""Men"",""20-24"",""0.041"""
"Luxembourg,""2014"",""Men"",""25-29"",""0.044"""
"Luxembourg,""2014"",""Men"",""30-34"",""0.096"""
"Luxembourg,""2014"",""Men"",""35-39"",""0.102"""
"Luxembourg,""2014"",""Men"",""40-44"",""0.142"""
"Luxembourg,""2014"",""Men"",""45-49"",""0.192"""
"Luxembourg,""2014"",""Men"",""50-54"",""0.16"""
"Luxembourg,""2014"",""Men"",""55-59"",""0.235"""
"Luxembourg,""2014"",""Men"",""60-64"",""0.229"""
"Luxembourg,""2014"",""Men"",""65-69"",""0.254"""
"Luxembourg,""2014"",""Men"",""70-74"",""0.248"""
"Luxembourg,""2014"",""Men"",""75-79"",""0.224"""
"Luxembourg,""2014"",""Men"",""80-84"",""0.243"""
"Luxembourg,""2014"",""Men"",""85+"",""0.271"""
"Netherlands,""2014"",""Women"",""16-19"",""0.131"""
"Netherlands,""2014"",""Women"",""20-24"",""0.126"""
"Netherlands,""2014"",""Women"",""25-29"",""0.17"""
"Netherlands,""2014"",""Women"",""30-34"",""0.186"""
"Netherlands,""2014"",""Women"",""35-39"",""0.182"""
"Netherlands,""2014"",""Women"",""40-44"",""0.222"""
"Netherlands,""2014"",""Women"",""45-49"",""0.239"""
"Netherlands,""2014"",""Women"",""50-54"",""0.32"""
"Netherlands,""2014"",""Women"",""55-59"",""0.333"""
"Netherlands,""2014"",""Women"",""60-64"",""0.355"""
"Netherlands,""2014"",""Women"",""65-69"",""0.313"""
"Netherlands,""2014"",""Women"",""70-74"",""0.352"""
"Netherlands,""2014"",""Women"",""75-79"",""0.411"""
"Netherlands,""2014"",""Women"",""80-84"",""0.405"""
"Netherlands,""2014"",""Women"",""85+"",""0.482"""
"Netherlands,""2014"",""Men"",""16-19"",""0.09"""
"Netherlands,""2014"",""Men"",""20-24"",""0.136"""
"Netherlands,""2014"",""Men"",""25-29"",""0.117"""
"Netherlands,""2014"",""Men"",""30-34"",""0.115"""
"Netherlands,""2014"",""Men"",""35-39"",""0.137"""
"Netherlands,""2014"",""Men"",""40-44"",""0.125"""
"Netherlands,""2014"",""Men"",""45-49"",""0.154"""
"Netherlands,""2014"",""Men"",""50-54"",""0.216"""
"Netherlands,""2014"",""Men"",""55-59"",""0.182"""
"Netherlands,""2014"",""Men"",""60-64"",""0.272"""
"Netherlands,""2014"",""Men"",""65-69"",""0.21"""
"Netherlands,""2014"",""Men"",""70-74"",""0.297"""
"Netherlands,""2014"",""Men"",""75-79"",""0.283"""
"Netherlands,""2014"",""Men"",""80-84"",""0.42"""
"Netherlands,""2014"",""Men"",""85+"",""0.538"""
"Portugal,""2014"",""Women"",""16-19"",""0.087"""
"Portugal,""2014"",""Women"",""20-24"",""0.085"""
"Portugal,""2014"",""Women"",""25-29"",""0.126"""
"Portugal,""2014"",""Women"",""30-34"",""0.161"""
"Portugal,""2014"",""Women"",""35-39"",""0.131"""
"Portugal,""2014"",""Women"",""40-44"",""0.179"""
"Portugal,""2014"",""Women"",""45-49"",""0.27"""
"Portugal,""2014"",""Women"",""50-54"",""0.321"""
"Portugal,""2014"",""Women"",""55-59"",""0.364"""
"Portugal,""2014"",""Women"",""60-64"",""0.448"""
"Portugal,""2014"",""Women"",""65-69"",""0.418"""
"Portugal,""2014"",""Women"",""70-74"",""0.494"""
"Portugal,""2014"",""Women"",""75-79"",""0.529"""
"Portugal,""2014"",""Women"",""80-84"",""0.524"""
"Portugal,""2014"",""Women"",""85+"",""0.473"""
"Portugal,""2014"",""Men"",""16-19"",""0.076"""
"Portugal,""2014"",""Men"",""20-24"",""0.067"""
"Portugal,""2014"",""Men"",""25-29"",""0.097"""
"Portugal,""2014"",""Men"",""30-34"",""0.092"""
"Portugal,""2014"",""Men"",""35-39"",""0.143"""
"Portugal,""2014"",""Men"",""40-44"",""0.153"""
"Portugal,""2014"",""Men"",""45-49"",""0.164"""
"Portugal,""2014"",""Men"",""50-54"",""0.216"""
"Portugal,""2014"",""Men"",""55-59"",""0.28"""
"Portugal,""2014"",""Men"",""60-64"",""0.345"""
"Portugal,""2014"",""Men"",""65-69"",""0.388"""
"Portugal,""2014"",""Men"",""70-74"",""0.368"""
"Portugal,""2014"",""Men"",""75-79"",""0.421"""
"Portugal,""2014"",""Men"",""80-84"",""0.434"""
"Portugal,""2014"",""Men"",""85+"",""0.535"""
"Spain,""2014"",""Women"",""16-19"",""0.031"""
"Spain,""2014"",""Women"",""20-24"",""0.053"""
"Spain,""2014"",""Women"",""25-29"",""0.081"""
"Spain,""2014"",""Women"",""30-34"",""0.067"""
"Spain,""2014"",""Women"",""35-39"",""0.107"""
"Spain,""2014"",""Women"",""40-44"",""0.138"""
"Spain,""2014"",""Women"",""45-49"",""0.133"""
"Spain,""2014"",""Women"",""50-54"",""0.204"""
"Spain,""2014"",""Women"",""55-59"",""0.23"""
"Spain,""2014"",""Women"",""60-64"",""0.276"""
"Spain,""2014"",""Women"",""65-69"",""0.319"""
"Spain,""2014"",""Women"",""70-74"",""0.371"""
"Spain,""2014"",""Women"",""75-79"",""0.41"""
"Spain,""2014"",""Women"",""80-84"",""0.467"""
"Spain,""2014"",""Women"",""85+"",""0.465"""
"Spain,""2014"",""Men"",""16-19"",""0.038"""
"Spain,""2014"",""Men"",""20-24"",""0.037"""
"Spain,""2014"",""Men"",""25-29"",""0.048"""
"Spain,""2014"",""Men"",""30-34"",""0.084"""
"Spain,""2014"",""Men"",""35-39"",""0.07"""
"Spain,""2014"",""Men"",""40-44"",""0.114"""
"Spain,""2014"",""Men"",""45-49"",""0.15"""
"Spain,""2014"",""Men"",""50-54"",""0.164"""
"Spain,""2014"",""Men"",""55-59"",""0.208"""
"Spain,""2014"",""Men"",""60-64"",""0.28"""
"Spain,""2014"",""Men"",""65-69"",""0.27"""
"Spain,""2014"",""Men"",""70-74"",""0.295"""
"Spain,""2014"",""Men"",""75-79"",""0.411"""
"Spain,""2014"",""Men"",""80-84"",""0.375"""
"Spain,""2014"",""Men"",""85+"",""0.461"""
"Sweden,""2014"",""Women"",""16-19"",""0.054"""
"Sweden,""2014"",""Women"",""20-24"",""0.067"""
"Sweden,""2014"",""Women"",""25-29"",""0.047"""
"Sweden,""2014"",""Women"",""30-34"",""0.102"""
"Sweden,""2014"",""Women"",""35-39"",""0.091"""
"Sweden,""2014"",""Women"",""40-44"",""0.072"""
"Sweden,""2014"",""Women"",""45-49"",""0.098"""
"Sweden,""2014"",""Women"",""50-54"",""0.082"""
"Sweden,""2014"",""Women"",""55-59"",""0.145"""
"Sweden,""2014"",""Women"",""60-64"",""0.126"""
"Sweden,""2014"",""Women"",""65-69"",""0.107"""
"Sweden,""2014"",""Women"",""70-74"",""0.145"""
"Sweden,""2014"",""Women"",""75-79"",""0.145"""
"Sweden,""2014"",""Women"",""80-84"",""0.152"""
"Sweden,""2014"",""Women"",""85+"",""0.164"""
"Sweden,""2014"",""Men"",""16-19"",""0.024"""
"Sweden,""2014"",""Men"",""20-24"",""0.016"""
"Sweden,""2014"",""Men"",""25-29"",""0.051"""
"Sweden,""2014"",""Men"",""30-34"",""0.038"""
"Sweden,""2014"",""Men"",""35-39"",""0.058"""
"Sweden,""2014"",""Men"",""40-44"",""0.031"""
"Sweden,""2014"",""Men"",""45-49"",""0.061"""
"Sweden,""2014"",""Men"",""50-54"",""0.053"""
"Sweden,""2014"",""Men"",""55-59"",""0.067"""
"Sweden,""2014"",""Men"",""60-64"",""0.105"""
"Sweden,""2014"",""Men"",""65-69"",""0.099"""
"Sweden,""2014"",""Men"",""70-74"",""0.097"""
"Sweden,""2014"",""Men"",""75-79"",""0.124"""
"Sweden,""2014"",""Men"",""80-84"",""0.206"""
"Sweden,""2014"",""Men"",""85+"",""0.198"""
"United Kingdom,""2014"",""Women"",""16-19"",""0.074"""
"United Kingdom,""2014"",""Women"",""20-24"",""0.062"""
"United Kingdom,""2014"",""Women"",""25-29"",""0.076"""
"United Kingdom,""2014"",""Women"",""30-34"",""0.064"""
"United Kingdom,""2014"",""Women"",""35-39"",""0.089"""
"United Kingdom,""2014"",""Women"",""40-44"",""0.114"""
"United Kingdom,""2014"",""Women"",""45-49"",""0.111"""
"United Kingdom,""2014"",""Women"",""50-54"",""0.117"""
"United Kingdom,""2014"",""Women"",""55-59"",""0.175"""
"United Kingdom,""2014"",""Women"",""60-64"",""0.179"""
"United Kingdom,""2014"",""Women"",""65-69"",""0.231"""
"United Kingdom,""2014"",""Women"",""70-74"",""0.235"""
"United Kingdom,""2014"",""Women"",""75-79"",""0.297"""
"United Kingdom,""2014"",""Women"",""80-84"",""0.222"""
"United Kingdom,""2014"",""Women"",""85+"",""0.266"""
"United Kingdom,""2014"",""Men"",""16-19"",""0.048"""
"United Kingdom,""2014"",""Men"",""20-24"",""0.046"""
"United Kingdom,""2014"",""Men"",""25-29"",""0.044"""
"United Kingdom,""2014"",""Men"",""30-34"",""0.063"""
"United Kingdom,""2014"",""Men"",""35-39"",""0.049"""
"United Kingdom,""2014"",""Men"",""40-44"",""0.069"""
"United Kingdom,""2014"",""Men"",""45-49"",""0.092"""
"United Kingdom,""2014"",""Men"",""50-54"",""0.113"""
"United Kingdom,""2014"",""Men"",""55-59"",""0.158"""
"United Kingdom,""2014"",""Men"",""60-64"",""0.154"""
"United Kingdom,""2014"",""Men"",""65-69"",""0.195"""
"United Kingdom,""2014"",""Men"",""70-74"",""0.215"""
"United Kingdom,""2014"",""Men"",""75-79"",""0.239"""
"United Kingdom,""2014"",""Men"",""80-84"",""0.289"""
"United Kingdom,""2014"",""Men"",""85+"",""0.349"""
