"Territorial Unit","Year","Sex","Age","Not Limited"
"Italy","2010","Women","60-64","0.743"
"Italy","2010","Women","65-69","0.624"
"Italy","2010","Women","70-74","0.57"
"Italy","2010","Women","75-79","0.439"
"Italy","2010","Women","80-84","0.302"
"Italy","2010","Women","85+","0.257"
"Italy","2010","Men","16-19","0.976"
"Italy","2010","Men","20-24","0.968"
"Italy","2010","Men","25-29","0.962"
"Italy","2010","Men","30-34","0.944"
"Italy","2010","Men","35-39","0.952"
"Italy","2010","Men","40-44","0.901"
"Italy","2010","Men","45-49","0.878"
"Italy","2010","Men","50-54","0.851"
"Italy","2010","Men","55-59","0.814"
"Italy","2010","Men","60-64","0.777"
"Italy","2010","Men","65-69","0.701"
"Italy","2010","Men","70-74","0.644"
"Italy","2010","Men","75-79","0.525"
"Italy","2010","Men","80-84","0.391"
"Italy","2010","Men","85+","0.333"
"Luxembourg","2010","Women","16-19","0.912"
"Luxembourg","2010","Women","20-24","0.887"
"Luxembourg","2010","Women","25-29","0.925"
"Luxembourg","2010","Women","30-34","0.905"
"Luxembourg","2010","Women","35-39","0.869"
"Luxembourg","2010","Women","40-44","0.861"
"Luxembourg","2010","Women","45-49","0.778"
"Luxembourg","2010","Women","50-54","0.776"
"Luxembourg","2010","Women","55-59","0.709"
"Luxembourg","2010","Women","60-64","0.704"
"Luxembourg","2010","Women","65-69","0.722"
"Luxembourg","2010","Women","70-74","0.618"
"Luxembourg","2010","Women","75-79","0.45"
"Luxembourg","2010","Women","80-84","0.5"
"Luxembourg","2010","Women","85+","0.547"
"Luxembourg","2010","Men","16-19","0.959"
"Luxembourg","2010","Men","20-24","0.947"
"Luxembourg","2010","Men","25-29","0.907"
"Luxembourg","2010","Men","30-34","0.899"
"Luxembourg","2010","Men","35-39","0.879"
"Luxembourg","2010","Men","40-44","0.858"
"Luxembourg","2010","Men","45-49","0.834"
"Luxembourg","2010","Men","50-54","0.723"
"Luxembourg","2010","Men","55-59","0.691"
"Luxembourg","2010","Men","60-64","0.75"
"Luxembourg","2010","Men","65-69","0.694"
"Luxembourg","2010","Men","70-74","0.657"
"Luxembourg","2010","Men","75-79","0.595"
"Luxembourg","2010","Men","80-84","0.603"
"Luxembourg","2010","Men","85+","0.316"
"Netherlands","2010","Women","16-19","0.85"
"Netherlands","2010","Women","20-24","0.855"
"Netherlands","2010","Women","25-29","0.849"
"Netherlands","2010","Women","30-34","0.861"
"Netherlands","2010","Women","35-39","0.85"
"Netherlands","2010","Women","40-44","0.744"
"Netherlands","2010","Women","45-49","0.718"
"Netherlands","2010","Women","50-54","0.7"
"Netherlands","2010","Women","55-59","0.651"
"Netherlands","2010","Women","60-64","0.611"
"Netherlands","2010","Women","65-69","0.586"
"Netherlands","2010","Women","70-74","0.522"
"Netherlands","2010","Women","75-79","0.425"
"Netherlands","2010","Women","80-84","0.344"
"Netherlands","2010","Women","85+","0.333"
"Netherlands","2010","Men","16-19","0.861"
"Netherlands","2010","Men","20-24","0.926"
"Netherlands","2010","Men","25-29","0.888"
"Netherlands","2010","Men","30-34","0.828"
"Netherlands","2010","Men","35-39","0.894"
"Netherlands","2010","Men","40-44","0.791"
"Netherlands","2010","Men","45-49","0.765"
"Netherlands","2010","Men","50-54","0.739"
"Netherlands","2010","Men","55-59","0.708"
"Netherlands","2010","Men","60-64","0.66"
"Netherlands","2010","Men","65-69","0.634"
"Netherlands","2010","Men","70-74","0.616"
"Netherlands","2010","Men","75-79","0.475"
"Netherlands","2010","Men","80-84","0.505"
"Netherlands","2010","Men","85+","0.28"
"Portugal","2010","Women","16-19","0.917"
"Portugal","2010","Women","20-24","0.899"
"Portugal","2010","Women","25-29","0.884"
"Portugal","2010","Women","30-34","0.877"
"Portugal","2010","Women","35-39","0.822"
"Portugal","2010","Women","40-44","0.777"
"Portugal","2010","Women","45-49","0.73"
"Portugal","2010","Women","50-54","0.657"
"Portugal","2010","Women","55-59","0.495"
"Portugal","2010","Women","60-64","0.486"
"Portugal","2010","Women","65-69","0.395"
"Portugal","2010","Women","70-74","0.318"
"Portugal","2010","Women","75-79","0.251"
"Portugal","2010","Women","80-84","0.231"
"Portugal","2010","Women","85+","0.138"
"Portugal","2010","Men","16-19","0.925"
"Portugal","2010","Men","20-24","0.91"
"Portugal","2010","Men","25-29","0.934"
"Portugal","2010","Men","30-34","0.875"
"Portugal","2010","Men","35-39","0.871"
"Portugal","2010","Men","40-44","0.839"
"Portugal","2010","Men","45-49","0.788"
"Portugal","2010","Men","50-54","0.793"
"Portugal","2010","Men","55-59","0.62"
"Portugal","2010","Men","60-64","0.596"
"Portugal","2010","Men","65-69","0.564"
"Portugal","2010","Men","70-74","0.472"
"Portugal","2010","Men","75-79","0.335"
"Portugal","2010","Men","80-84","0.259"
"Portugal","2010","Men","85+","0.252"
"Spain","2010","Women","16-19","0.934"
"Spain","2010","Women","20-24","0.936"
"Spain","2010","Women","25-29","0.906"
"Spain","2010","Women","30-34","0.89"
"Spain","2010","Women","35-39","0.882"
"Spain","2010","Women","40-44","0.852"
"Spain","2010","Women","45-49","0.804"
"Spain","2010","Women","50-54","0.767"
"Spain","2010","Women","55-59","0.701"
"Spain","2010","Women","60-64","0.642"
"Spain","2010","Women","65-69","0.539"
"Spain","2010","Women","70-74","0.486"
"Spain","2010","Women","75-79","0.391"
"Spain","2010","Women","80-84","0.312"
"Spain","2010","Women","85+","0.243"
"Spain","2010","Men","16-19","0.951"
"Spain","2010","Men","20-24","0.955"
"Spain","2010","Men","25-29","0.952"
"Spain","2010","Men","30-34","0.913"
"Spain","2010","Men","35-39","0.885"
"Spain","2010","Men","40-44","0.871"
"Spain","2010","Men","45-49","0.849"
"Spain","2010","Men","50-54","0.814"
"Spain","2010","Men","55-59","0.75"
"Spain","2010","Men","60-64","0.668"
"Spain","2010","Men","65-69","0.638"
"Spain","2010","Men","70-74","0.569"
"Spain","2010","Men","75-79","0.497"
"Spain","2010","Men","80-84","0.408"
"Spain","2010","Men","85+","0.361"
"Sweden","2010","Women","16-19","0.899"
"Sweden","2010","Women","20-24","0.845"
"Sweden","2010","Women","25-29","0.888"
"Sweden","2010","Women","30-34","0.859"
"Sweden","2010","Women","35-39","0.825"
"Sweden","2010","Women","40-44","0.815"
"Sweden","2010","Women","45-49","0.799"
"Sweden","2010","Women","50-54","0.719"
"Sweden","2010","Women","55-59","0.697"
"Sweden","2010","Women","60-64","0.711"
"Sweden","2010","Women","65-69","0.726"
"Sweden","2010","Women","70-74","0.681"
"Sweden","2010","Women","75-79","0.657"
"Sweden","2010","Women","80-84","0.623"
"Sweden","2010","Women","85+","0.513"
"Sweden","2010","Men","16-19","0.964"
"Sweden","2010","Men","20-24","0.913"
"Sweden","2010","Men","25-29","0.897"
"Sweden","2010","Men","30-34","0.887"
"Sweden","2010","Men","35-39","0.885"
"Sweden","2010","Men","40-44","0.842"
"Sweden","2010","Men","45-49","0.817"
"Sweden","2010","Men","50-54","0.777"
"Sweden","2010","Men","55-59","0.799"
"Sweden","2010","Men","60-64","0.762"
"Sweden","2010","Men","65-69","0.753"
"Sweden","2010","Men","70-74","0.729"
"Sweden","2010","Men","75-79","0.688"
"Sweden","2010","Men","80-84","0.593"
"Sweden","2010","Men","85+","0.481"
"United Kingdom","2010","Women","16-19","0.913"
"United Kingdom","2010","Women","20-24","0.882"
"United Kingdom","2010","Women","25-29","0.894"
"United Kingdom","2010","Women","30-34","0.889"
"United Kingdom","2010","Women","35-39","0.866"
"United Kingdom","2010","Women","40-44","0.842"
"United Kingdom","2010","Women","45-49","0.802"
"United Kingdom","2010","Women","50-54","0.781"
"United Kingdom","2010","Women","55-59","0.749"
"United Kingdom","2010","Women","60-64","0.713"
"United Kingdom","2010","Women","65-69","0.655"
"United Kingdom","2010","Women","70-74","0.664"
"United Kingdom","2010","Women","75-79","0.555"
"United Kingdom","2010","Women","80-84","0.473"
"United Kingdom","2010","Women","85+","0.432"
"United Kingdom","2010","Men","16-19","0.939"
"United Kingdom","2010","Men","20-24","0.925"
"United Kingdom","2010","Men","25-29","0.927"
"United Kingdom","2010","Men","30-34","0.895"
"United Kingdom","2010","Men","35-39","0.893"
"United Kingdom","2010","Men","40-44","0.849"
"United Kingdom","2010","Men","45-49","0.823"
"United Kingdom","2010","Men","50-54","0.808"
"United Kingdom","2010","Men","55-59","0.764"
"United Kingdom","2010","Men","60-64","0.716"
"United Kingdom","2010","Men","65-69","0.679"
"United Kingdom","2010","Men","70-74","0.617"
"United Kingdom","2010","Men","75-79","0.609"
"United Kingdom","2010","Men","80-84","0.517"
"United Kingdom","2010","Men","85+","0.482"
"Austria","2011","Women","16-19","0.9"
"Austria","2011","Women","20-24","0.875"
"Austria","2011","Women","25-29","0.921"
"Austria","2011","Women","30-34","0.857"
"Austria","2011","Women","35-39","0.808"
"Austria","2011","Women","40-44","0.789"
"Austria","2011","Women","45-49","0.757"
"Austria","2011","Women","50-54","0.685"
"Austria","2011","Women","55-59","0.594"
"Austria","2011","Women","60-64","0.62"
"Austria","2011","Women","65-69","0.553"
"Austria","2011","Women","70-74","0.479"
"Austria","2011","Women","75-79","0.418"
"Austria","2011","Women","80-84","0.264"
"Austria","2011","Women","85+","0.144"
"Austria","2011","Men","16-19","0.91"
"Austria","2011","Men","20-24","0.943"
"Austria","2011","Men","25-29","0.876"
"Austria","2011","Men","30-34","0.876"
"Austria","2011","Men","35-39","0.828"
"Austria","2011","Men","40-44","0.81"
"Austria","2011","Men","45-49","0.788"
"Austria","2011","Men","50-54","0.704"
"Austria","2011","Men","55-59","0.627"
"Austria","2011","Men","60-64","0.57"
"Austria","2011","Men","65-69","0.551"
"Austria","2011","Men","70-74","0.566"
"Austria","2011","Men","75-79","0.463"
"Austria","2011","Men","80-84","0.275"
"Austria","2011","Men","85+","0.278"
"Belgium","2011","Women","16-19","0.913"
"Belgium","2011","Women","20-24","0.931"
"Belgium","2011","Women","25-29","0.931"
"Belgium","2011","Women","30-34","0.906"
"Belgium","2011","Women","35-39","0.865"
"Belgium","2011","Women","40-44","0.782"
"Belgium","2011","Women","45-49","0.755"
"Belgium","2011","Women","50-54","0.696"
"Belgium","2011","Women","55-59","0.701"
"Belgium","2011","Women","60-64","0.702"
"Belgium","2011","Women","65-69","0.602"
"Belgium","2011","Women","70-74","0.555"
"Belgium","2011","Women","75-79","0.482"
"Belgium","2011","Women","80-84","0.371"
"Belgium","2011","Women","85+","0.328"
"Belgium","2011","Men","16-19","0.945"
"Belgium","2011","Men","20-24","0.956"
"Belgium","2011","Men","25-29","0.912"
"Belgium","2011","Men","30-34","0.926"
"Belgium","2011","Men","35-39","0.859"
"Belgium","2011","Men","40-44","0.839"
"Belgium","2011","Men","45-49","0.802"
"Belgium","2011","Men","50-54","0.771"
"Belgium","2011","Men","55-59","0.733"
"Belgium","2011","Men","60-64","0.716"
"Belgium","2011","Men","65-69","0.674"
"Belgium","2011","Men","70-74","0.622"
"Belgium","2011","Men","75-79","0.493"
"Belgium","2011","Men","80-84","0.45"
"Belgium","2011","Men","85+","0.346"
"Denmark","2011","Women","16-19","0.743"
"Denmark","2011","Women","20-24","0.719"
"Denmark","2011","Women","25-29","0.777"
"Denmark","2011","Women","30-34","0.744"
"Denmark","2011","Women","35-39","0.701"
"Denmark","2011","Women","40-44","0.697"
"Denmark","2011","Women","45-49","0.637"
"Denmark","2011","Women","50-54","0.737"
"Denmark","2011","Women","55-59","0.661"
"Denmark","2011","Women","60-64","0.685"
"Denmark","2011","Women","65-69","0.684"
"Denmark","2011","Women","70-74","0.7"
"Denmark","2011","Women","75-79","0.765"
"Denmark","2011","Women","80-84","0.491"
"Denmark","2011","Women","85+","0.532"
"Denmark","2011","Men","16-19","0.893"
"Denmark","2011","Men","20-24","0.857"
"Denmark","2011","Men","25-29","0.862"
"Denmark","2011","Men","30-34","0.841"
"Denmark","2011","Men","35-39","0.796"
"Denmark","2011","Men","40-44","0.77"
"Denmark","2011","Men","45-49","0.788"
"Denmark","2011","Men","50-54","0.761"
"Denmark","2011","Men","55-59","0.791"
"Denmark","2011","Men","60-64","0.707"
"Denmark","2011","Men","65-69","0.809"
"Denmark","2011","Men","70-74","0.751"
"Denmark","2011","Men","75-79","0.71"
"Denmark","2011","Men","80-84","0.692"
"Denmark","2011","Men","85+","0.489"
"Finland","2011","Women","16-19","0.87"
"Finland","2011","Women","20-24","0.767"
"Finland","2011","Women","25-29","0.837"
"Finland","2011","Women","30-34","0.823"
"Finland","2011","Women","35-39","0.774"
"Finland","2011","Women","40-44","0.796"
"Finland","2011","Women","45-49","0.676"
"Finland","2011","Women","50-54","0.636"
"Finland","2011","Women","55-59","0.62"
"Finland","2011","Women","60-64","0.619"
"Finland","2011","Women","65-69","0.55"
"Finland","2011","Women","70-74","0.471"
"Finland","2011","Women","75-79","0.419"
"Finland","2011","Women","80-84","0.266"
"Finland","2011","Women","85+","0.239"
"Finland","2011","Men","16-19","0.859"
"Finland","2011","Men","20-24","0.855"
"Finland","2011","Men","25-29","0.868"
"Finland","2011","Men","30-34","0.815"
"Finland","2011","Men","35-39","0.819"
"Finland","2011","Men","40-44","0.774"
"Finland","2011","Men","45-49","0.731"
"Finland","2011","Men","50-54","0.716"
"Finland","2011","Men","55-59","0.634"
"Finland","2011","Men","60-64","0.61"
"Finland","2011","Men","65-69","0.645"
"Finland","2011","Men","70-74","0.524"
"Finland","2011","Men","75-79","0.415"
"Finland","2011","Men","80-84","0.308"
"Finland","2011","Men","85+","0.307"
"France","2011","Women","16-19","0.895"
"France","2011","Women","20-24","0.921"
"France","2011","Women","25-29","0.912"
"France","2011","Women","30-34","0.882"
"France","2011","Women","35-39","0.875"
"France","2011","Women","40-44","0.847"
"France","2011","Women","45-49","0.807"
"France","2011","Women","50-54","0.721"
"France","2011","Women","55-59","0.671"
"France","2011","Women","60-64","0.688"
"France","2011","Women","65-69","0.664"
"France","2011","Women","70-74","0.51"
"France","2011","Women","75-79","0.421"
"France","2011","Women","80-84","0.32"
"France","2011","Women","85+","0.202"
"France","2011","Men","16-19","0.931"
"France","2011","Men","20-24","0.924"
"France","2011","Men","25-29","0.904"
"France","2011","Men","30-34","0.893"
"France","2011","Men","35-39","0.854"
"France","2011","Men","40-44","0.839"
"France","2011","Men","45-49","0.813"
"France","2011","Men","50-54","0.78"
"France","2011","Men","55-59","0.704"
"France","2011","Men","60-64","0.733"
"France","2011","Men","65-69","0.67"
"France","2011","Men","70-74","0.604"
"France","2011","Men","75-79","0.486"
"France","2011","Men","80-84","0.342"
"France","2011","Men","85+","0.302"
"Germany","2011","Women","16-19","0.917"
"Germany","2011","Women","20-24","0.9"
"Germany","2011","Women","25-29","0.873"
"Germany","2011","Women","30-34","0.846"
"Germany","2011","Women","35-39","0.829"
"Germany","2011","Women","40-44","0.774"
"Germany","2011","Women","45-49","0.73"
"Germany","2011","Women","50-54","0.676"
"Germany","2011","Women","55-59","0.569"
"Germany","2011","Women","60-64","0.576"
"Germany","2011","Women","65-69","0.547"
"Germany","2011","Women","70-74","0.441"
"Germany","2011","Women","75-79","0.305"
"Germany","2011","Women","80-84","0.18"
"Germany","2011","Women","85+","0.156"
"Germany","2011","Men","16-19","0.924"
"Germany","2011","Men","20-24","0.929"
"Germany","2011","Men","25-29","0.904"
"Germany","2011","Men","30-34","0.881"
"Germany","2011","Men","35-39","0.83"
"Germany","2011","Men","40-44","0.781"
"Germany","2011","Men","45-49","0.764"
"Germany","2011","Men","50-54","0.673"
"Germany","2011","Men","55-59","0.599"
"Germany","2011","Men","60-64","0.548"
"Germany","2011","Men","65-69","0.478"
"Germany","2011","Men","70-74","0.44"
"Germany","2011","Men","75-79","0.362"
"Germany","2011","Men","80-84","0.261"
"Germany","2011","Men","85+","0.168"
"Greece","2011","Women","16-19","0.995"
"Greece","2011","Women","20-24","0.994"
"Greece","2011","Women","25-29","0.98"
"Greece","2011","Women","30-34","0.955"
"Greece","2011","Women","35-39","0.979"
"Greece","2011","Women","40-44","0.916"
"Greece","2011","Women","45-49","0.891"
"Greece","2011","Women","50-54","0.859"
"Greece","2011","Women","55-59","0.801"
"Greece","2011","Women","60-64","0.733"
"Greece","2011","Women","65-69","0.605"
"Greece","2011","Women","70-74","0.466"
"Greece","2011","Women","75-79","0.338"
"Greece","2011","Women","80-84","0.252"
"Greece","2011","Women","85+","0.111"
"Greece","2011","Men","16-19","0.991"
"Greece","2011","Men","20-24","0.986"
"Greece","2011","Men","25-29","0.973"
"Greece","2011","Men","30-34","0.951"
"Greece","2011","Men","35-39","0.948"
"Greece","2011","Men","40-44","0.928"
"Greece","2011","Men","45-49","0.922"
"Greece","2011","Men","50-54","0.853"
"Greece","2011","Men","55-59","0.835"
"Greece","2011","Men","60-64","0.731"
"Greece","2011","Men","65-69","0.66"
"Greece","2011","Men","70-74","0.605"
"Greece","2011","Men","75-79","0.414"
"Greece","2011","Men","80-84","0.388"
"Greece","2011","Men","85+","0.248"
"Ireland","2011","Women","16-19","0.947"
"Ireland","2011","Women","20-24","0.91"
"Ireland","2011","Women","25-29","0.905"
"Ireland","2011","Women","30-34","0.91"
"Ireland","2011","Women","35-39","0.914"
"Ireland","2011","Women","40-44","0.88"
"Ireland","2011","Women","45-49","0.889"
"Ireland","2011","Women","50-54","0.826"
"Ireland","2011","Women","55-59","0.813"
"Ireland","2011","Women","60-64","0.768"
"Ireland","2011","Women","65-69","0.693"
"Ireland","2011","Women","70-74","0.652"
"Ireland","2011","Women","75-79","0.581"
"Ireland","2011","Women","80-84","0.508"
"Ireland","2011","Women","85+","0.34"
"Ireland","2011","Men","16-19","0.951"
"Ireland","2011","Men","20-24","0.958"
"Ireland","2011","Men","25-29","0.911"
"Ireland","2011","Men","30-34","0.866"
"Ireland","2011","Men","35-39","0.921"
"Ireland","2011","Men","40-44","0.853"
"Ireland","2011","Men","45-49","0.881"
"Ireland","2011","Men","50-54","0.845"
"Ireland","2011","Men","55-59","0.791"
"Ireland","2011","Men","60-64","0.732"
"Ireland","2011","Men","65-69","0.668"
"Ireland","2011","Men","70-74","0.648"
"Ireland","2011","Men","75-79","0.608"
"Ireland","2011","Men","80-84","0.56"
"Ireland","2011","Men","85+","0.469"
"Italy","2011","Women","16-19","0.974"
"Italy","2011","Women","20-24","0.972"
"Italy","2011","Women","25-29","0.94"
"Italy","2011","Women","30-34","0.925"
"Italy","2011","Women","35-39","0.876"
"Italy","2011","Women","40-44","0.857"
"Italy","2011","Women","45-49","0.8"
"Italy","2011","Women","50-54","0.751"
"Italy","2011","Women","55-59","0.699"
"Italy","2011","Women","60-64","0.607"
"Italy","2011","Women","65-69","0.515"
"Italy","2011","Women","70-74","0.383"
"Italy","2011","Women","75-79","0.285"
"Italy","2011","Women","80-84","0.193"
"Italy","2011","Women","85+","0.15"
"Italy","2011","Men","16-19","0.973"
"Italy","2011","Men","20-24","0.947"
"Italy","2011","Men","25-29","0.925"
"Italy","2011","Men","30-34","0.927"
"Italy","2011","Men","35-39","0.907"
"Italy","2011","Men","40-44","0.869"
"Italy","2011","Men","45-49","0.819"
"Italy","2011","Men","50-54","0.803"
"Italy","2011","Men","55-59","0.706"
"Italy","2011","Men","60-64","0.657"
"Italy","2011","Men","65-69","0.587"
"Italy","2011","Men","70-74","0.507"
"Italy","2011","Men","75-79","0.4"
"Italy","2011","Men","80-84","0.313"
"Italy","2011","Men","85+","0.222"
"Luxembourg","2011","Women","16-19","0.948"
"Luxembourg","2011","Women","20-24","0.937"
"Luxembourg","2011","Women","25-29","0.953"
"Luxembourg","2011","Women","30-34","0.906"
"Luxembourg","2011","Women","35-39","0.843"
"Luxembourg","2011","Women","40-44","0.892"
"Luxembourg","2011","Women","45-49","0.813"
"Luxembourg","2011","Women","50-54","0.749"
"Luxembourg","2011","Women","55-59","0.722"
"Luxembourg","2011","Women","60-64","0.755"
"Luxembourg","2011","Women","65-69","0.702"
"Luxembourg","2011","Women","70-74","0.588"
"Luxembourg","2011","Women","75-79","0.515"
"Luxembourg","2011","Women","80-84","0.425"
"Luxembourg","2011","Women","85+","0.463"
"Luxembourg","2011","Men","16-19","0.957"
"Luxembourg","2011","Men","20-24","0.932"
"Luxembourg","2011","Men","25-29","0.886"
"Luxembourg","2011","Men","30-34","0.909"
"Luxembourg","2011","Men","35-39","0.896"
"Luxembourg","2011","Men","40-44","0.861"
"Luxembourg","2011","Men","45-49","0.853"
"Luxembourg","2011","Men","50-54","0.766"
"Luxembourg","2011","Men","55-59","0.727"
"Luxembourg","2011","Men","60-64","0.752"
"Luxembourg","2011","Men","65-69","0.76"
"Luxembourg","2011","Men","70-74","0.697"
"Luxembourg","2011","Men","75-79","0.665"
"Luxembourg","2011","Men","80-84","0.61"
"Luxembourg","2011","Men","85+","0.329"
"Netherlands","2011","Women","16-19","0.815"
"Netherlands","2011","Women","20-24","0.859"
"Netherlands","2011","Women","25-29","0.849"
"Netherlands","2011","Women","30-34","0.784"
"Netherlands","2011","Women","35-39","0.814"
"Netherlands","2011","Women","40-44","0.764"
"Netherlands","2011","Women","45-49","0.669"
"Netherlands","2011","Women","50-54","0.681"
"Netherlands","2011","Women","55-59","0.601"
"Netherlands","2011","Women","60-64","0.591"
"Netherlands","2011","Women","65-69","0.57"
"Netherlands","2011","Women","70-74","0.533"
"Netherlands","2011","Women","75-79","0.45"
"Netherlands","2011","Women","80-84","0.378"
"Netherlands","2011","Women","85+","0.369"
"Netherlands","2011","Men","16-19","0.924"
"Netherlands","2011","Men","20-24","0.893"
"Netherlands","2011","Men","25-29","0.915"
"Netherlands","2011","Men","30-34","0.887"
"Netherlands","2011","Men","35-39","0.856"
"Netherlands","2011","Men","40-44","0.847"
"Netherlands","2011","Men","45-49","0.816"
"Netherlands","2011","Men","50-54","0.747"
"Netherlands","2011","Men","55-59","0.742"
"Netherlands","2011","Men","60-64","0.692"
"Netherlands","2011","Men","65-69","0.682"
"Netherlands","2011","Men","70-74","0.605"
"Netherlands","2011","Men","75-79","0.538"
"Netherlands","2011","Men","80-84","0.503"
"Netherlands","2011","Men","85+","0.467"
"Portugal","2011","Women","16-19","0.928"
"Portugal","2011","Women","20-24","0.933"
"Portugal","2011","Women","25-29","0.875"
"Portugal","2011","Women","30-34","0.884"
"Portugal","2011","Women","35-39","0.858"
"Portugal","2011","Women","40-44","0.828"
"Portugal","2011","Women","45-49","0.737"
"Portugal","2011","Women","50-54","0.646"
"Portugal","2011","Women","55-59","0.594"
"Portugal","2011","Women","60-64","0.529"
"Portugal","2011","Women","65-69","0.397"
"Portugal","2011","Women","70-74","0.36"
"Portugal","2011","Women","75-79","0.269"
"Portugal","2011","Women","80-84","0.192"
"Portugal","2011","Women","85+","0.211"
"Portugal","2011","Men","16-19","0.934"
"Portugal","2011","Men","20-24","0.944"
"Portugal","2011","Men","25-29","0.917"
"Portugal","2011","Men","30-34","0.898"
"Portugal","2011","Men","35-39","0.877"
"Portugal","2011","Men","40-44","0.845"
"Portugal","2011","Men","45-49","0.804"
"Portugal","2011","Men","50-54","0.779"
"Portugal","2011","Men","55-59","0.712"
"Portugal","2011","Men","60-64","0.59"
"Portugal","2011","Men","65-69","0.58"
"Portugal","2011","Men","70-74","0.484"
"Portugal","2011","Men","75-79","0.389"
"Portugal","2011","Men","80-84","0.354"
"Portugal","2011","Men","85+","0.224"
"Spain","2011","Women","16-19","0.962"
"Spain","2011","Women","20-24","0.958"
"Spain","2011","Women","25-29","0.938"
"Spain","2011","Women","30-34","0.934"
"Spain","2011","Women","35-39","0.897"
"Spain","2011","Women","40-44","0.864"
"Spain","2011","Women","45-49","0.827"
"Spain","2011","Women","50-54","0.813"
"Spain","2011","Women","55-59","0.742"
"Spain","2011","Women","60-64","0.675"
"Spain","2011","Women","65-69","0.585"
"Spain","2011","Women","70-74","0.524"
"Spain","2011","Women","75-79","0.369"
"Spain","2011","Women","80-84","0.288"
"Spain","2011","Women","85+","0.223"
"Spain","2011","Men","16-19","0.961"
"Spain","2011","Men","20-24","0.955"
"Spain","2011","Men","25-29","0.953"
"Spain","2011","Men","30-34","0.933"
"Spain","2011","Men","35-39","0.912"
"Spain","2011","Men","40-44","0.884"
"Spain","2011","Men","45-49","0.867"
"Spain","2011","Men","50-54","0.839"
"Spain","2011","Men","55-59","0.769"
"Spain","2011","Men","60-64","0.657"
"Spain","2011","Men","65-69","0.66"
"Spain","2011","Men","70-74","0.557"
"Spain","2011","Men","75-79","0.527"
"Spain","2011","Men","80-84","0.42"
"Spain","2011","Men","85+","0.325"
"Sweden","2011","Women","16-19","0.86"
"Sweden","2011","Women","20-24","0.847"
"Sweden","2011","Women","25-29","0.873"
"Sweden","2011","Women","30-34","0.862"
"Sweden","2011","Women","35-39","0.851"
"Sweden","2011","Women","40-44","0.813"
"Sweden","2011","Women","45-49","0.778"
"Sweden","2011","Women","50-54","0.725"
"Sweden","2011","Women","55-59","0.719"
"Sweden","2011","Women","60-64","0.684"
"Sweden","2011","Women","65-69","0.697"
"Sweden","2011","Women","70-74","0.637"
"Sweden","2011","Women","75-79","0.681"
"Sweden","2011","Women","80-84","0.524"
"Sweden","2011","Women","85+","0.524"
"Sweden","2011","Men","16-19","0.957"
"Sweden","2011","Men","20-24","0.893"
"Sweden","2011","Men","25-29","0.911"
"Sweden","2011","Men","30-34","0.88"
"Sweden","2011","Men","35-39","0.886"
"Sweden","2011","Men","40-44","0.881"
"Sweden","2011","Men","45-49","0.834"
"Sweden","2011","Men","50-54","0.819"
"Sweden","2011","Men","55-59","0.774"
"Sweden","2011","Men","60-64","0.778"
"Sweden","2011","Men","65-69","0.755"
"Sweden","2011","Men","70-74","0.717"
"Sweden","2011","Men","75-79","0.603"
"Sweden","2011","Men","80-84","0.603"
"Sweden","2011","Men","85+","0.4"
"United Kingdom","2011","Women","16-19","0.919"
"United Kingdom","2011","Women","20-24","0.863"
"United Kingdom","2011","Women","25-29","0.875"
"United Kingdom","2011","Women","30-34","0.882"
"United Kingdom","2011","Women","35-39","0.856"
"United Kingdom","2011","Women","40-44","0.823"
"United Kingdom","2011","Women","45-49","0.782"
"United Kingdom","2011","Women","50-54","0.765"
"United Kingdom","2011","Women","55-59","0.714"
"United Kingdom","2011","Women","60-64","0.708"
"United Kingdom","2011","Women","65-69","0.636"
"United Kingdom","2011","Women","70-74","0.623"
"United Kingdom","2011","Women","75-79","0.575"
"United Kingdom","2011","Women","80-84","0.514"
"United Kingdom","2011","Women","85+","0.442"
"United Kingdom","2011","Men","16-19","0.934"
"United Kingdom","2011","Men","20-24","0.957"
"United Kingdom","2011","Men","25-29","0.929"
"United Kingdom","2011","Men","30-34","0.92"
"United Kingdom","2011","Men","35-39","0.885"
"United Kingdom","2011","Men","40-44","0.842"
"United Kingdom","2011","Men","45-49","0.827"
"United Kingdom","2011","Men","50-54","0.792"
"United Kingdom","2011","Men","55-59","0.76"
"United Kingdom","2011","Men","60-64","0.695"
"United Kingdom","2011","Men","65-69","0.661"
"United Kingdom","2011","Men","70-74","0.631"
"United Kingdom","2011","Men","75-79","0.623"
"United Kingdom","2011","Men","80-84","0.513"
"United Kingdom","2011","Men","85+","0.48"
"Austria","2012","Women","16-19","0.914"
"Austria","2012","Women","20-24","0.913"
"Austria","2012","Women","25-29","0.912"
"Austria","2012","Women","30-34","0.881"
"Austria","2012","Women","35-39","0.839"
"Austria","2012","Women","40-44","0.818"
"Austria","2012","Women","45-49","0.733"
"Austria","2012","Women","50-54","0.717"
"Austria","2012","Women","55-59","0.623"
"Austria","2012","Women","60-64","0.675"
"Austria","2012","Women","65-69","0.577"
"Austria","2012","Women","70-74","0.563"
"Austria","2012","Women","75-79","0.427"
"Austria","2012","Women","80-84","0.417"
"Austria","2012","Women","85+","0.212"
"Austria","2012","Men","16-19","0.923"
"Austria","2012","Men","20-24","0.908"
"Austria","2012","Men","25-29","0.916"
