"Territorial Unit","Year","Sex","Age","Not Limited"
"Austria","2012","Men","30-34","0.861"
"Austria","2012","Men","35-39","0.842"
"Austria","2012","Men","40-44","0.806"
"Austria","2012","Men","45-49","0.796"
"Austria","2012","Men","50-54","0.655"
"Austria","2012","Men","55-59","0.625"
"Austria","2012","Men","60-64","0.594"
"Austria","2012","Men","65-69","0.608"
"Austria","2012","Men","70-74","0.573"
"Austria","2012","Men","75-79","0.524"
"Austria","2012","Men","80-84","0.33"
"Austria","2012","Men","85+","0.258"
"Belgium","2012","Women","16-19","0.912"
"Belgium","2012","Women","20-24","0.903"
"Belgium","2012","Women","25-29","0.884"
"Belgium","2012","Women","30-34","0.905"
"Belgium","2012","Women","35-39","0.862"
"Belgium","2012","Women","40-44","0.834"
"Belgium","2012","Women","45-49","0.803"
"Belgium","2012","Women","50-54","0.777"
"Belgium","2012","Women","55-59","0.7"
"Belgium","2012","Women","60-64","0.724"
"Belgium","2012","Women","65-69","0.667"
"Belgium","2012","Women","70-74","0.605"
"Belgium","2012","Women","75-79","0.513"
"Belgium","2012","Women","80-84","0.415"
"Belgium","2012","Women","85+","0.341"
"Belgium","2012","Men","16-19","0.935"
"Belgium","2012","Men","20-24","0.949"
"Belgium","2012","Men","25-29","0.932"
"Belgium","2012","Men","30-34","0.87"
"Belgium","2012","Men","35-39","0.895"
"Belgium","2012","Men","40-44","0.839"
"Belgium","2012","Men","45-49","0.832"
"Belgium","2012","Men","50-54","0.787"
"Belgium","2012","Men","55-59","0.746"
"Belgium","2012","Men","60-64","0.698"
"Belgium","2012","Men","65-69","0.708"
"Belgium","2012","Men","70-74","0.661"
"Belgium","2012","Men","75-79","0.583"
"Belgium","2012","Men","80-84","0.567"
"Belgium","2012","Men","85+","0.343"
"Denmark","2012","Women","16-19","0.86"
"Denmark","2012","Women","20-24","0.791"
"Denmark","2012","Women","25-29","0.844"
"Denmark","2012","Women","30-34","0.755"
"Denmark","2012","Women","35-39","0.775"
"Denmark","2012","Women","40-44","0.712"
"Denmark","2012","Women","45-49","0.655"
"Denmark","2012","Women","50-54","0.63"
"Denmark","2012","Women","55-59","0.608"
"Denmark","2012","Women","60-64","0.699"
"Denmark","2012","Women","65-69","0.682"
"Denmark","2012","Women","70-74","0.631"
"Denmark","2012","Women","75-79","0.638"
"Denmark","2012","Women","80-84","0.615"
"Denmark","2012","Women","85+","0.594"
"Denmark","2012","Men","16-19","0.87"
"Denmark","2012","Men","20-24","0.799"
"Denmark","2012","Men","25-29","0.941"
"Denmark","2012","Men","30-34","0.795"
"Denmark","2012","Men","35-39","0.776"
"Denmark","2012","Men","40-44","0.769"
"Denmark","2012","Men","45-49","0.782"
"Denmark","2012","Men","50-54","0.705"
"Denmark","2012","Men","55-59","0.649"
"Denmark","2012","Men","60-64","0.673"
"Denmark","2012","Men","65-69","0.652"
"Denmark","2012","Men","70-74","0.648"
"Denmark","2012","Men","75-79","0.566"
"Denmark","2012","Men","80-84","0.602"
"Denmark","2012","Men","85+","0.509"
"Finland","2012","Women","16-19","0.826"
"Finland","2012","Women","20-24","0.772"
"Finland","2012","Women","25-29","0.787"
"Finland","2012","Women","30-34","0.752"
"Finland","2012","Women","35-39","0.736"
"Finland","2012","Women","40-44","0.73"
"Finland","2012","Women","45-49","0.64"
"Finland","2012","Women","50-54","0.614"
"Finland","2012","Women","55-59","0.571"
"Finland","2012","Women","60-64","0.57"
"Finland","2012","Women","65-69","0.563"
"Finland","2012","Women","70-74","0.519"
"Finland","2012","Women","75-79","0.368"
"Finland","2012","Women","80-84","0.32"
"Finland","2012","Women","85+","0.264"
"Finland","2012","Men","16-19","0.87"
"Finland","2012","Men","20-24","0.879"
"Finland","2012","Men","25-29","0.836"
"Finland","2012","Men","30-34","0.839"
"Finland","2012","Men","35-39","0.821"
"Finland","2012","Men","40-44","0.736"
"Finland","2012","Men","45-49","0.678"
"Finland","2012","Men","50-54","0.646"
"Finland","2012","Men","55-59","0.629"
"Finland","2012","Men","60-64","0.624"
"Finland","2012","Men","65-69","0.577"
"Finland","2012","Men","70-74","0.511"
"Finland","2012","Men","75-79","0.475"
"Finland","2012","Men","80-84","0.396"
"Finland","2012","Men","85+","0.257"
"France","2012","Women","16-19","0.893"
"France","2012","Women","20-24","0.916"
"France","2012","Women","25-29","0.904"
"France","2012","Women","30-34","0.892"
"France","2012","Women","35-39","0.866"
"France","2012","Women","40-44","0.822"
"France","2012","Women","45-49","0.807"
"France","2012","Women","50-54","0.752"
"France","2012","Women","55-59","0.668"
"France","2012","Women","60-64","0.677"
"France","2012","Women","65-69","0.678"
"France","2012","Women","70-74","0.538"
"France","2012","Women","75-79","0.414"
"France","2012","Women","80-84","0.377"
"France","2012","Women","85+","0.224"
"France","2012","Men","16-19","0.934"
"France","2012","Men","20-24","0.939"
"France","2012","Men","25-29","0.916"
"France","2012","Men","30-34","0.889"
"France","2012","Men","35-39","0.844"
"France","2012","Men","40-44","0.849"
"France","2012","Men","45-49","0.787"
"France","2012","Men","50-54","0.784"
"France","2012","Men","55-59","0.741"
"France","2012","Men","60-64","0.707"
"France","2012","Men","65-69","0.64"
"France","2012","Men","70-74","0.595"
"France","2012","Men","75-79","0.475"
"France","2012","Men","80-84","0.372"
"France","2012","Men","85+","0.271"
"Germany","2012","Women","16-19","0.92"
"Germany","2012","Women","20-24","0.89"
"Germany","2012","Women","25-29","0.875"
"Germany","2012","Women","30-34","0.841"
"Germany","2012","Women","35-39","0.806"
"Germany","2012","Women","40-44","0.767"
"Germany","2012","Women","45-49","0.729"
"Germany","2012","Women","50-54","0.669"
"Germany","2012","Women","55-59","0.574"
"Germany","2012","Women","60-64","0.52"
"Germany","2012","Women","65-69","0.513"
"Germany","2012","Women","70-74","0.435"
"Germany","2012","Women","75-79","0.298"
"Germany","2012","Women","80-84","0.162"
"Germany","2012","Women","85+","0.133"
"Germany","2012","Men","16-19","0.936"
"Germany","2012","Men","20-24","0.917"
"Germany","2012","Men","25-29","0.88"
"Germany","2012","Men","30-34","0.858"
"Germany","2012","Men","35-39","0.828"
"Germany","2012","Men","40-44","0.765"
"Germany","2012","Men","45-49","0.741"
"Germany","2012","Men","50-54","0.657"
"Germany","2012","Men","55-59","0.597"
"Germany","2012","Men","60-64","0.507"
"Germany","2012","Men","65-69","0.471"
"Germany","2012","Men","70-74","0.422"
"Germany","2012","Men","75-79","0.369"
"Germany","2012","Men","80-84","0.245"
"Germany","2012","Men","85+","0.235"
"Greece","2012","Women","16-19","0.975"
"Greece","2012","Women","20-24","0.998"
"Greece","2012","Women","25-29","0.968"
"Greece","2012","Women","30-34","0.955"
"Greece","2012","Women","35-39","0.922"
"Greece","2012","Women","40-44","0.928"
"Greece","2012","Women","45-49","0.884"
"Greece","2012","Women","50-54","0.817"
"Greece","2012","Women","55-59","0.754"
"Greece","2012","Women","60-64","0.64"
"Greece","2012","Women","65-69","0.553"
"Greece","2012","Women","70-74","0.417"
"Greece","2012","Women","75-79","0.31"
"Greece","2012","Women","80-84","0.198"
"Greece","2012","Women","85+","0.165"
"Greece","2012","Men","16-19","0.997"
"Greece","2012","Men","20-24","0.988"
"Greece","2012","Men","25-29","0.936"
"Greece","2012","Men","30-34","0.954"
"Greece","2012","Men","35-39","0.955"
"Greece","2012","Men","40-44","0.906"
"Greece","2012","Men","45-49","0.882"
"Greece","2012","Men","50-54","0.844"
"Greece","2012","Men","55-59","0.713"
"Greece","2012","Men","60-64","0.694"
"Greece","2012","Men","65-69","0.626"
"Greece","2012","Men","70-74","0.594"
"Greece","2012","Men","75-79","0.386"
"Greece","2012","Men","80-84","0.332"
"Greece","2012","Men","85+","0.286"
"Ireland","2012","Women","16-19","0.96"
"Ireland","2012","Women","20-24","0.966"
"Ireland","2012","Women","25-29","0.887"
"Ireland","2012","Women","30-34","0.92"
"Ireland","2012","Women","35-39","0.908"
"Ireland","2012","Women","40-44","0.857"
"Ireland","2012","Women","45-49","0.864"
"Ireland","2012","Women","50-54","0.847"
"Ireland","2012","Women","55-59","0.779"
"Ireland","2012","Women","60-64","0.728"
"Ireland","2012","Women","65-69","0.651"
"Ireland","2012","Women","70-74","0.721"
"Ireland","2012","Women","75-79","0.629"
"Ireland","2012","Women","80-84","0.508"
"Ireland","2012","Women","85+","0.343"
"Ireland","2012","Men","16-19","0.941"
"Ireland","2012","Men","20-24","0.961"
"Ireland","2012","Men","25-29","0.941"
"Ireland","2012","Men","30-34","0.935"
"Ireland","2012","Men","35-39","0.934"
"Ireland","2012","Men","40-44","0.871"
"Ireland","2012","Men","45-49","0.892"
"Ireland","2012","Men","50-54","0.758"
"Ireland","2012","Men","55-59","0.751"
"Ireland","2012","Men","60-64","0.692"
"Ireland","2012","Men","65-69","0.706"
"Ireland","2012","Men","70-74","0.701"
"Ireland","2012","Men","75-79","0.635"
"Ireland","2012","Men","80-84","0.463"
"Ireland","2012","Men","85+","0.364"
"Italy","2012","Women","16-19","0.914"
"Italy","2012","Women","20-24","0.929"
"Italy","2012","Women","25-29","0.919"
"Italy","2012","Women","30-34","0.915"
"Italy","2012","Women","35-39","0.882"
"Italy","2012","Women","40-44","0.833"
"Italy","2012","Women","45-49","0.779"
"Italy","2012","Women","50-54","0.756"
"Italy","2012","Women","55-59","0.706"
"Italy","2012","Women","60-64","0.591"
"Italy","2012","Women","65-69","0.529"
"Italy","2012","Women","70-74","0.397"
"Italy","2012","Women","75-79","0.273"
"Italy","2012","Women","80-84","0.233"
"Italy","2012","Women","85+","0.141"
"Italy","2012","Men","16-19","0.937"
"Italy","2012","Men","20-24","0.933"
"Italy","2012","Men","25-29","0.919"
"Italy","2012","Men","30-34","0.906"
"Italy","2012","Men","35-39","0.891"
"Italy","2012","Men","40-44","0.847"
"Italy","2012","Men","45-49","0.815"
"Italy","2012","Men","50-54","0.759"
"Italy","2012","Men","55-59","0.729"
"Italy","2012","Men","60-64","0.641"
"Italy","2012","Men","65-69","0.566"
"Italy","2012","Men","70-74","0.49"
"Italy","2012","Men","75-79","0.355"
"Italy","2012","Men","80-84","0.284"
"Italy","2012","Men","85+","0.263"
"Luxembourg","2012","Women","16-19","0.937"
"Luxembourg","2012","Women","20-24","0.931"
"Luxembourg","2012","Women","25-29","0.927"
"Luxembourg","2012","Women","30-34","0.91"
"Luxembourg","2012","Women","35-39","0.829"
"Luxembourg","2012","Women","40-44","0.856"
"Luxembourg","2012","Women","45-49","0.792"
"Luxembourg","2012","Women","50-54","0.746"
"Luxembourg","2012","Women","55-59","0.714"
"Luxembourg","2012","Women","60-64","0.693"
"Luxembourg","2012","Women","65-69","0.704"
"Luxembourg","2012","Women","70-74","0.65"
"Luxembourg","2012","Women","75-79","0.526"
"Luxembourg","2012","Women","80-84","0.411"
"Luxembourg","2012","Women","85+","0.427"
"Luxembourg","2012","Men","16-19","0.949"
"Luxembourg","2012","Men","20-24","0.938"
"Luxembourg","2012","Men","25-29","0.877"
"Luxembourg","2012","Men","30-34","0.89"
"Luxembourg","2012","Men","35-39","0.882"
"Luxembourg","2012","Men","40-44","0.855"
"Luxembourg","2012","Men","45-49","0.837"
"Luxembourg","2012","Men","50-54","0.795"
"Luxembourg","2012","Men","55-59","0.733"
"Luxembourg","2012","Men","60-64","0.742"
"Luxembourg","2012","Men","65-69","0.737"
"Luxembourg","2012","Men","70-74","0.733"
"Luxembourg","2012","Men","75-79","0.616"
"Luxembourg","2012","Men","80-84","0.528"
"Luxembourg","2012","Men","85+","0.427"
"Netherlands","2012","Women","16-19","0.841"
"Netherlands","2012","Women","20-24","0.839"
"Netherlands","2012","Women","25-29","0.833"
"Netherlands","2012","Women","30-34","0.796"
"Netherlands","2012","Women","35-39","0.744"
"Netherlands","2012","Women","40-44","0.728"
"Netherlands","2012","Women","45-49","0.698"
"Netherlands","2012","Women","50-54","0.659"
"Netherlands","2012","Women","55-59","0.626"
"Netherlands","2012","Women","60-64","0.572"
"Netherlands","2012","Women","65-69","0.638"
"Netherlands","2012","Women","70-74","0.536"
"Netherlands","2012","Women","75-79","0.418"
"Netherlands","2012","Women","80-84","0.425"
"Netherlands","2012","Women","85+","0.325"
"Netherlands","2012","Men","16-19","0.954"
"Netherlands","2012","Men","20-24","0.913"
"Netherlands","2012","Men","25-29","0.907"
"Netherlands","2012","Men","30-34","0.816"
"Netherlands","2012","Men","35-39","0.903"
"Netherlands","2012","Men","40-44","0.839"
"Netherlands","2012","Men","45-49","0.804"
"Netherlands","2012","Men","50-54","0.735"
"Netherlands","2012","Men","55-59","0.716"
"Netherlands","2012","Men","60-64","0.672"
"Netherlands","2012","Men","65-69","0.684"
"Netherlands","2012","Men","70-74","0.594"
"Netherlands","2012","Men","75-79","0.5"
"Netherlands","2012","Men","80-84","0.456"
"Netherlands","2012","Men","85+","0.427"
"Portugal","2012","Women","16-19","0.931"
"Portugal","2012","Women","20-24","0.932"
"Portugal","2012","Women","25-29","0.902"
"Portugal","2012","Women","30-34","0.882"
"Portugal","2012","Women","35-39","0.874"
"Portugal","2012","Women","40-44","0.848"
"Portugal","2012","Women","45-49","0.791"
"Portugal","2012","Women","50-54","0.729"
"Portugal","2012","Women","55-59","0.647"
"Portugal","2012","Women","60-64","0.589"
"Portugal","2012","Women","65-69","0.521"
"Portugal","2012","Women","70-74","0.493"
"Portugal","2012","Women","75-79","0.394"
"Portugal","2012","Women","80-84","0.374"
"Portugal","2012","Women","85+","0.289"
"Portugal","2012","Men","16-19","0.965"
"Portugal","2012","Men","20-24","0.947"
"Portugal","2012","Men","25-29","0.925"
"Portugal","2012","Men","30-34","0.911"
"Portugal","2012","Men","35-39","0.924"
"Portugal","2012","Men","40-44","0.883"
"Portugal","2012","Men","45-49","0.82"
"Portugal","2012","Men","50-54","0.818"
"Portugal","2012","Men","55-59","0.776"
"Portugal","2012","Men","60-64","0.69"
"Portugal","2012","Men","65-69","0.655"
"Portugal","2012","Men","70-74","0.61"
"Portugal","2012","Men","75-79","0.523"
"Portugal","2012","Men","80-84","0.495"
"Portugal","2012","Men","85+","0.442"
"Spain","2012","Women","16-19","0.955"
"Spain","2012","Women","20-24","0.965"
"Spain","2012","Women","25-29","0.929"
"Spain","2012","Women","30-34","0.942"
"Spain","2012","Women","35-39","0.905"
"Spain","2012","Women","40-44","0.89"
"Spain","2012","Women","45-49","0.864"
"Spain","2012","Women","50-54","0.787"
"Spain","2012","Women","55-59","0.739"
"Spain","2012","Women","60-64","0.698"
"Spain","2012","Women","65-69","0.587"
"Spain","2012","Women","70-74","0.527"
"Spain","2012","Women","75-79","0.38"
"Spain","2012","Women","80-84","0.271"
"Spain","2012","Women","85+","0.188"
"Spain","2012","Men","16-19","0.965"
"Spain","2012","Men","20-24","0.952"
"Spain","2012","Men","25-29","0.945"
"Spain","2012","Men","30-34","0.941"
"Spain","2012","Men","35-39","0.892"
"Spain","2012","Men","40-44","0.885"
"Spain","2012","Men","45-49","0.866"
"Spain","2012","Men","50-54","0.81"
"Spain","2012","Men","55-59","0.75"
"Spain","2012","Men","60-64","0.672"
"Spain","2012","Men","65-69","0.659"
"Spain","2012","Men","70-74","0.587"
"Spain","2012","Men","75-79","0.432"
"Spain","2012","Men","80-84","0.371"
"Spain","2012","Men","85+","0.261"
"Sweden","2012","Women","16-19","0.937"
"Sweden","2012","Women","20-24","0.887"
"Sweden","2012","Women","25-29","0.938"
"Sweden","2012","Women","30-34","0.871"
"Sweden","2012","Women","35-39","0.9"
"Sweden","2012","Women","40-44","0.84"
"Sweden","2012","Women","45-49","0.819"
"Sweden","2012","Women","50-54","0.813"
"Sweden","2012","Women","55-59","0.75"
"Sweden","2012","Women","60-64","0.747"
"Sweden","2012","Women","65-69","0.792"
"Sweden","2012","Women","70-74","0.79"
"Sweden","2012","Women","75-79","0.696"
"Sweden","2012","Women","80-84","0.687"
"Sweden","2012","Women","85+","0.676"
"Sweden","2012","Men","16-19","0.973"
"Sweden","2012","Men","20-24","0.948"
"Sweden","2012","Men","25-29","0.893"
"Sweden","2012","Men","30-34","0.916"
"Sweden","2012","Men","35-39","0.923"
"Sweden","2012","Men","40-44","0.91"
"Sweden","2012","Men","45-49","0.876"
"Sweden","2012","Men","50-54","0.867"
"Sweden","2012","Men","55-59","0.874"
"Sweden","2012","Men","60-64","0.803"
"Sweden","2012","Men","65-69","0.841"
"Sweden","2012","Men","70-74","0.838"
"Sweden","2012","Men","75-79","0.717"
"Sweden","2012","Men","80-84","0.676"
"Sweden","2012","Men","85+","0.588"
"United Kingdom","2012","Women","16-19","0.91"
"United Kingdom","2012","Women","20-24","0.907"
"United Kingdom","2012","Women","25-29","0.902"
"United Kingdom","2012","Women","30-34","0.892"
"United Kingdom","2012","Women","35-39","0.879"
"United Kingdom","2012","Women","40-44","0.829"
"United Kingdom","2012","Women","45-49","0.82"
"United Kingdom","2012","Women","50-54","0.761"
"United Kingdom","2012","Women","55-59","0.703"
"United Kingdom","2012","Women","60-64","0.692"
"United Kingdom","2012","Women","65-69","0.66"
"United Kingdom","2012","Women","70-74","0.588"
"United Kingdom","2012","Women","75-79","0.483"
"United Kingdom","2012","Women","80-84","0.402"
"United Kingdom","2012","Women","85+","0.322"
"United Kingdom","2012","Men","16-19","0.927"
"United Kingdom","2012","Men","20-24","0.926"
"United Kingdom","2012","Men","25-29","0.904"
"United Kingdom","2012","Men","30-34","0.915"
"United Kingdom","2012","Men","35-39","0.889"
"United Kingdom","2012","Men","40-44","0.833"
"United Kingdom","2012","Men","45-49","0.845"
"United Kingdom","2012","Men","50-54","0.808"
"United Kingdom","2012","Men","55-59","0.743"
"United Kingdom","2012","Men","60-64","0.708"
"United Kingdom","2012","Men","65-69","0.715"
"United Kingdom","2012","Men","70-74","0.623"
"United Kingdom","2012","Men","75-79","0.558"
"United Kingdom","2012","Men","80-84","0.492"
"United Kingdom","2012","Men","85+","0.334"
"Austria","2013","Women","16-19","0.883"
"Austria","2013","Women","20-24","0.906"
"Austria","2013","Women","25-29","0.91"
"Austria","2013","Women","30-34","0.859"
"Austria","2013","Women","35-39","0.815"
"Austria","2013","Women","40-44","0.765"
"Austria","2013","Women","45-49","0.713"
"Austria","2013","Women","50-54","0.644"
"Austria","2013","Women","55-59","0.599"
"Austria","2013","Women","60-64","0.633"
"Austria","2013","Women","65-69","0.55"
